station_name,latitude,longitude,station_start_year,rollout_cluster
E 11 St & Broadway,40.73261787,-73.99158043,2013-01-01T00:00:00,1
W 31 St & 7 Ave,40.749,-73.992,2013-01-01T00:00:00,1
Hancock St & Bedford Ave,40.68216564,-73.95399026,2013-01-01T00:00:00,1
Cumberland St & Lafayette Ave,40.68753406,-73.97265183,2013-01-01T00:00:00,1
W 49 St & 5 Ave,40.75795248,-73.97787642,2013-01-01T00:00:00,1
E 14 St & Avenue B,40.72938685,-73.97772429,2013-01-01T00:00:00,1
W 34 St & 11 Ave,40.755,-74.0021163,2013-01-01T00:00:00,1
3969.TEMP (Bike The Branches - Central Branch),40.722852,-73.959114,2013-01-01T00:00:00,1
W 13 St & 7 Ave,40.73781509,-73.99994661,2013-01-01T00:00:00,1
E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,2013-01-01T00:00:00,1
Sands St & Navy St,40.699773,-73.979927,2013-01-01T00:00:00,1
Front St & Washington St,40.70255088,-73.98940236,2013-01-01T00:00:00,1
W 20 St & 11 Ave,40.746,-74.007756,2013-01-01T00:00:00,1
Myrtle Ave & St Edwards St,40.692,-73.97703874,2013-01-01T00:00:00,1
Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,2013-01-01T00:00:00,1
South St & Gouverneur Ln,40.70355377,-74.00670227,2013-01-01T00:00:00,1
Forsyth St & Broome St,40.71893904,-73.99266288,2013-01-01T00:00:00,1
Spruce St & Nassau St,40.71146364,-74.00552427,2013-01-01T00:00:00,1
Peck Slip & Front Street,40.707873,-74.00167,2014-01-01T00:00:00,2
E 41 St & Madison Ave,40.752141,-73.979921936988816,2014-01-01T00:00:00,2
E 42 St & Vanderbilt Ave,40.752416,-73.97837,2014-01-01T00:00:00,2
Park Ave & Marcus Garvey Blvd,40.698617,-73.941342,2015-01-01T00:00:00,3
21 St & Queens Plaza North,40.75325964,-73.94335788,2015-01-01T00:00:00,3
Center Blvd & Borden Ave,40.74161,-73.96044,2015-01-01T00:00:00,3
Graham Ave & Conselyea St,40.715143,-73.944507,2015-01-01T00:00:00,3
W 82 St & Central Park West,40.78275,-73.97137,2015-01-01T00:00:00,3
Lewis Ave & Decatur St,40.6814598,-73.934903,2015-01-01T00:00:00,3
Frost St & Meeker St,40.71764,-73.94882,2015-01-01T00:00:00,3
N 15 St & Wythe Ave,40.724055,-73.955736,2015-01-01T00:00:00,3
Mobile 01,40.771051856415305,-73.9643383026123,2015-01-01T00:00:00,3
Riverside Dr & W 72 St ,40.780577990103339,-73.985624313354492,2015-01-01T00:00:00,3
Driggs Ave & N Henry St,40.722,-73.944,2015-01-01T00:00:00,3
E 67 St & Park Ave,40.767,-73.965920805931091,2015-01-01T00:00:00,3
Banker St & Meserole Ave,40.72606,-73.95621,2015-01-01T00:00:00,3
Lewis Ave & Madison St,40.686312,-73.935775,2015-01-01T00:00:00,3
W 84 St & Columbus Ave,40.78499979,-73.97283406,2015-01-01T00:00:00,3
Riverside Dr & W 78 St,40.78414472,-73.98362492,2015-01-01T00:00:00,3
Riverside Dr & W 72 St,40.780577990103339,-73.986,2015-01-01T00:00:00,3
E 75 St & 3 Ave,40.77112927,-73.95772297,2015-01-01T00:00:00,3
S 4 St & Rodney St,40.70934,-73.95608,2015-01-01T00:00:00,3
Franklin St & Dupont St,40.73564,-73.959,2015-01-01T00:00:00,3
Montrose Ave & Bushwick Ave,40.707,-73.941,2015-01-01T00:00:00,3
East End Ave & E 86 St,40.77518615,-73.94446054,2015-01-01T00:00:00,3
Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,2015-01-01T00:00:00,3
W 64 St & West End Ave,40.77452835,-73.98753759,2015-01-01T00:00:00,3
Marcy Ave & Lafayette Ave,40.6900815,-73.947915,2015-01-01T00:00:00,3
Bond St & Fulton St,40.689621887903328,-73.983042687177658,2015-01-01T00:00:00,3
44 Dr & Jackson Ave,40.746,-73.944,2015-01-01T00:00:00,3
Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416,2015-01-01T00:00:00,3
Soissons Landing,40.69231660719192,-74.016398,2015-01-01T00:00:00,3
E 81 St & York Ave,40.7728384,-73.95,2015-01-01T00:00:00,3
Graham Ave & Withers St,40.7169811,-73.94485918,2015-01-01T00:00:00,3
Myrtle Ave & Lewis Ave,40.69681963,-73.93756926,2015-01-01T00:00:00,3
N 6 St & Bedford Ave,40.716,-73.959,2015-01-01T00:00:00,3
E 77 St & Park Ave,40.774405455003,-73.961752653121934,2015-01-01T00:00:00,3
Huron St & Franklin St,40.73266,-73.95826,2015-01-01T00:00:00,3
47 Ave & 31 St,40.743,-73.93561,2015-01-01T00:00:00,3
1 Ave & E 78 St,40.77,-73.9535166,2015-01-01T00:00:00,3
Scholes St & Manhattan Ave,40.70870368,-73.9448625,2015-01-01T00:00:00,3
1 Ave & E 62 St,40.761,-73.962,2015-01-01T00:00:00,3
E 72 St & Park Ave,40.77,-73.965,2015-01-01T00:00:00,3
Division Ave & Hooper St,40.706842031013252,-73.9544353965357,2015-01-01T00:00:00,3
Leonard St & Meeker Ave,40.717318403855785,-73.948202133178711,2015-01-01T00:00:00,3
Union Ave & N 12 St,40.71924,-73.95242,2015-01-01T00:00:00,3
Division Ave & Marcy Ave,40.70708701,-73.95796783,2015-01-01T00:00:00,3
Myrtle Ave & Marcy Ave,40.695,-73.95,2015-01-01T00:00:00,3
Amsterdam Ave & W 82 St,40.78524672,-73.97667321,2015-01-01T00:00:00,3
E 67 St & Lexington Ave,40.767342591432168,-73.9648586511612,2015-01-01T00:00:00,3
E 71 St & 2 Ave,40.768175467422452,-73.959102630615234,2015-01-01T00:00:00,3
E 81 St & Park Ave,40.77677702,-73.9590097,2015-01-01T00:00:00,3
Central Park West & W 76 St,40.77896784,-73.97374737,2015-01-01T00:00:00,3
Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108,2015-01-01T00:00:00,3
India St & Manhattan Ave,40.73232194,-73.9550858,2015-01-01T00:00:00,3
Columbus Ave & W 72 St,40.776,-73.98,2015-01-01T00:00:00,3
Leonard St & Manhattan Ave,40.721522403393031,-73.94898265600203,2015-01-01T00:00:00,3
E 55 St & 3 Ave,40.758996559605123,-73.968653976917267,2015-01-01T00:00:00,3
Jackson Ave & 46 Rd,40.74524768,-73.94733276,2015-01-01T00:00:00,3
Milton St & Franklin St,40.728,-73.959,2015-01-01T00:00:00,3
45 Rd & 11 St,40.746,-73.95,2015-01-01T00:00:00,3
E 48 St & 5 Ave,40.757245679117261,-73.978059142827988,2015-01-01T00:00:00,3
31 St & Thomson Ave,40.74469738,-73.93540375,2015-01-01T00:00:00,3
Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,2015-01-01T00:00:00,3
Broadway & Whipple St,40.7016657,-73.9437303,2015-01-01T00:00:00,3
Penn Station Valet,40.751283596962296,-73.99692445993422,2015-01-01T00:00:00,3
E 40 St & Madison Ave,40.751593684511121,-73.98043155670166,2015-01-01T00:00:00,3
Union Ave & Jackson St,40.7160751,-73.952029,2015-01-01T00:00:00,3
21 St & 41 Ave,40.753833434376219,-73.942676782608018,2015-01-01T00:00:00,3
Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,2015-01-01T00:00:00,3
E 77 St & 3 Ave,40.77314236,-73.95856158,2015-01-01T00:00:00,3
Center Blvd & Borden Ave,40.74161,-73.96044,2015-01-01T00:00:00,3
McGuinness Blvd & Eagle St,40.73555,-73.953,2015-01-01T00:00:00,3
Queens Plaza North & Crescent St,40.75110165,-73.941,2015-01-01T00:00:00,3
W 78 St & Broadway,40.78339981,-73.98093133,2015-01-01T00:00:00,3
Marcus Garvey Blvd & Macon St,40.682601,-73.938037,2015-01-01T00:00:00,3
Roebling St & N 4 St,40.71469,-73.95739,2015-01-01T00:00:00,3
E.T. Bike-In Movie Valet Station ,40.722852,-73.959114,2015-01-01T00:00:00,3
E 81 St & 3 Ave,40.77573034,-73.9567526,2015-01-01T00:00:00,3
W 67 St & Broadway,40.77492513,-73.983,2015-01-01T00:00:00,3
Tompkins Ave & Hopkins St,40.69957608,-73.94708417,2015-01-01T00:00:00,3
5 Ave & E 63 St,40.766368,-73.971518,2015-01-01T00:00:00,3
W 13 St & Hudson St,40.73997354103409,-74.005138725042343,2015-01-01T00:00:00,3
E 59 St & Madison Ave,40.76350532,-73.97109243,2015-01-01T00:00:00,3
Pulaski St & Marcus Garvey Blvd,40.6933982,-73.939877,2015-01-01T00:00:00,3
Nassau Ave & Russell St,40.725,-73.94434,2015-01-01T00:00:00,3
W 74 St & Columbus Ave,40.7785669,-73.97754961,2015-01-01T00:00:00,3
9 St & 44 Rd,40.74966,-73.9521,2015-01-01T00:00:00,3
Bedford Ave & Nassau Ave,40.722,-73.953,2015-01-01T00:00:00,3
Yankee Ferry Terminal,40.686931,-74.016966,2015-01-01T00:00:00,3
Leonard St & Grand St,40.71103537,-73.94714303,2015-01-01T00:00:00,3
Devoe St & Leonard St,40.71348658,-73.94792458,2015-01-01T00:00:00,3
Boerum St & Broadway,40.70538077,-73.94976519,2015-01-01T00:00:00,3
PABT Valet,40.758984813996342,-73.993799686431885,2015-01-01T00:00:00,3
Halsey St & Tompkins Ave,40.6823687,-73.944118,2015-01-01T00:00:00,3
Amsterdam Ave & W 73 St,40.779,-73.980930447578416,2015-01-01T00:00:00,3
Putnam Ave & Nostrand Ave,40.68402,-73.94977,2015-01-01T00:00:00,3
Central Park West & W 85 St,40.78472675,-73.971,2015-01-01T00:00:00,3
N 12 St & Bedford Ave,40.72079821,-73.956,2015-01-01T00:00:00,3
Hanson Pl & St Felix St,40.685159599891776,-73.977113664150238,2015-01-01T00:00:00,3
48 Ave & 5 St,40.743,-73.956,2015-01-01T00:00:00,3
3 Ave & E 62 St,40.76312584,-73.96526895,2015-01-01T00:00:00,3
Humboldt St & Varet St,40.7031724,-73.940636,2015-01-01T00:00:00,3
Riverside Dr & W 82 St,40.78720869,-73.98128127,2015-01-01T00:00:00,3
Leonard St & Bayard St,40.71928,-73.94861,2015-01-01T00:00:00,3
E 85 St & York Ave,40.77536905,-73.94803392,2015-01-01T00:00:00,3
W 76 St & Columbus Ave,40.779,-73.977285325527191,2015-01-01T00:00:00,3
Throop Ave & Myrtle Ave,40.69622937,-73.94371094,2015-01-01T00:00:00,3
Driggs Ave & Lorimer St,40.72179134,-73.9504154,2015-01-01T00:00:00,3
E 84 St & Park Ave,40.77862688,-73.959,2015-01-01T00:00:00,3
E 80 St & 2 Ave,40.773913902381182,-73.9543953537941,2015-01-01T00:00:00,3
Graham Ave & Herbert St,40.71929301,-73.94500379,2015-01-01T00:00:00,3
E 85 St & 3 Ave,40.77801203,-73.95407149,2015-01-01T00:00:00,3
India St & East River,40.73165141,-73.96161892,2015-01-01T00:00:00,3
Hope St & Union Ave,40.71167351,-73.95141312,2015-01-01T00:00:00,3
E 82 St & 2 Ave,40.77517793,-73.95324922,2015-01-01T00:00:00,3
Berry St & N 8 St,40.719,-73.959,2015-01-01T00:00:00,3
Lewis Ave & Kosciuszko St,40.69237074,-73.93705428,2015-01-01T00:00:00,3
E 72 St & York Ave,40.76663814,-73.95348296,2015-01-01T00:00:00,3
Schermerhorn St & Court St,40.691029256779679,-73.992,2015-01-01T00:00:00,3
Vernon Blvd & 50 Ave,40.74232744,-73.95411749,2015-01-01T00:00:00,3
Kent Ave & N 7 St,40.720367752984551,-73.961650729179382,2015-01-01T00:00:00,3
Union Ave & Wallabout St,40.70029511,-73.95032283,2015-01-01T00:00:00,3
Cambridge Pl & Gates Ave,40.68488,-73.96304,2015-01-01T00:00:00,3
W 70 St & Amsterdam Ave,40.776,-73.983,2015-01-01T00:00:00,3
Stagg St & Union Ave,40.70877084,-73.95095259,2015-01-01T00:00:00,3
Central Park West & W 68 St,40.7734066,-73.97782542,2015-01-01T00:00:00,3
Broadway & Roebling St,40.709248262761569,-73.962,2015-01-01T00:00:00,3
Kingston Ave & Herkimer St,40.67890679,-73.94142771,2015-01-01T00:00:00,3
Lorimer St & Broadway,40.70411791,-73.94818595,2015-01-01T00:00:00,3
Graham Ave & Grand St,40.711863,-73.944024,2015-01-01T00:00:00,3
Putnam Ave & Throop Ave,40.6851532,-73.94111,2015-01-01T00:00:00,3
Marcy Ave & MacDonough St,40.680617684554512,-73.946249485015869,2015-01-01T00:00:00,3
W 84 St & Broadway,40.7867947,-73.977112,2015-01-01T00:00:00,3
N 11 St & Wythe Ave,40.72153267,-73.95782357,2015-01-01T00:00:00,3
Norman Ave & Leonard St,40.725769967272143,-73.9507395029068,2015-01-01T00:00:00,3
McKibbin St & Manhattan Ave,40.70510918,-73.94407279,2015-01-01T00:00:00,3
Bushwick Ave & Powers St,40.71247661,-73.94100005,2015-01-01T00:00:00,3
Albany Ave & Fulton St,40.6800105,-73.938475,2015-01-01T00:00:00,3
1 Ave & E 68 St,40.764,-73.959,2015-01-01T00:00:00,3
N Henry St & Richardson St,40.71921585,-73.9424469,2015-01-01T00:00:00,3
5 Ave & E 78 St,40.776,-73.965,2015-01-01T00:00:00,3
Greene Ave & Throop Ave,40.6894932,-73.942061,2015-01-01T00:00:00,3
Lexington Ave & E 63 St,40.76440023,-73.96648977,2015-01-01T00:00:00,3
Leonard St & Boerum St,40.70583339,-73.947,2015-01-01T00:00:00,3
Greene Ave & Nostrand Ave,40.6883337,-73.950916,2015-01-01T00:00:00,3
Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465,2015-01-01T00:00:00,3
21 St & 43 Ave,40.75052534,-73.94594845,2015-01-01T00:00:00,3
Meserole Ave & Manhattan Ave,40.72708584,-73.953,2015-01-01T00:00:00,3
N 8 St & Driggs Ave,40.71774592,-73.95600096,2015-01-01T00:00:00,3
Central Park West & W 72 St,40.77575319,-73.9762057363987,2015-01-01T00:00:00,3
Fulton St & Utica Ave,40.6794268,-73.9298911,2015-01-01T00:00:00,3
Monroe St & Tompkins Ave,40.686203,-73.944694,2015-01-01T00:00:00,3
5 Ave & E 73 St,40.77282817,-73.968,2015-01-01T00:00:00,3
Brooklyn Bridge Park - Pier 2,40.698458,-73.997178,2015-01-01T00:00:00,3
E 84 St & 1 Ave,40.77565541,-73.95068615,2015-01-01T00:00:00,3
46 Ave & 5 St,40.74731,-73.95451,2015-01-01T00:00:00,3
W 63 St & Broadway,40.77163851,-73.983,2015-01-01T00:00:00,3
Riverside Blvd & W 67 St,40.777507027547976,-73.989,2015-01-01T00:00:00,3
14 St & 7 Ave,40.663779,-73.98396846,2016-01-01T00:00:00,4
Henry St & W 9 St,40.67630357634183,-74.00324957,2016-01-01T00:00:00,4
E 89 St & York Ave,40.7779453,-73.947,2016-01-01T00:00:00,4
Pacific St & Nevins St,40.6853761,-73.98302136,2016-01-01T00:00:00,4
Carroll St & Bond St,40.6786115,-73.99037292,2016-01-01T00:00:00,4
E 106 St & Lexington Ave,40.791976,-73.945993,2016-01-01T00:00:00,4
Cooper Square & E 7 St,40.729236499100061,-73.990868031978607,2016-01-01T00:00:00,4
Hoyt St & Warren St,40.6843549,-73.98901629,2016-01-01T00:00:00,4
W 106 St & Amsterdam Ave,40.8008363,-73.9664492472,2016-01-01T00:00:00,4
10 St & 7 Ave,40.6662078,-73.98199886,2016-01-01T00:00:00,4
Bike The Branches - Red Hook Branch,40.675349530674119,-74.010020345449448,2016-01-01T00:00:00,4
Bressler,40.646538367096483,-74.016587734222412,2016-01-01T00:00:00,4
Union St & Nevins St,40.679097997216843,-73.987654745578766,2016-01-01T00:00:00,4
5 St & 6 Ave,40.6704836,-73.98208968,2016-01-01T00:00:00,4
Central Park North & Adam Clayton Powell Blvd,40.799484,-73.956,2016-01-01T00:00:00,4
Bike in Movie Night | Prospect Park Bandshell,40.662987,-73.976918,2016-01-01T00:00:00,4
Garfield Pl & 8 Ave,40.6711978,-73.97484126,2016-01-01T00:00:00,4
Kiosk in a box Deployment,40.70861098096821,-73.92850399017334,2016-01-01T00:00:00,4
NYCBS Depot BAL - DYR,0.0,-73.993858695030212,2016-01-01T00:00:00,4
Douglass St & 4 Ave,40.6792788,-73.98154004,2016-01-01T00:00:00,4
Wyckoff St & 3 Ave,40.6827549,-73.98258555,2016-01-01T00:00:00,4
7 St & 5 Ave,40.6704922,-73.98541675,2016-01-01T00:00:00,4
Smith St & 3 St,40.6787242,-73.99599099,2016-01-01T00:00:00,4
E 102 St & Park Ave,40.7904828,-73.95033068,2016-01-01T00:00:00,4
E 95 St & 3 Ave,40.7849032,-73.950503,2016-01-01T00:00:00,4
Richards St & Delavan St,40.6794327,-74.00785041,2016-01-01T00:00:00,4
Clinton St & 4 Place,40.6783563,-74.00014502,2016-01-01T00:00:00,4
3 St & Hoyt St,40.6777287,-73.99364123,2016-01-01T00:00:00,4
Grand St & Elizabeth St,40.718822,-73.99596,2016-01-01T00:00:00,4
3 Ave & 14 St,40.6685455,-73.99333264,2016-01-01T00:00:00,4
2 Ave & E 105 St,40.7898175,-73.94296109,2016-01-01T00:00:00,4
W 104 St & Amsterdam Ave,40.7989937,-73.966494798660278,2016-01-01T00:00:00,4
2 Ave & E 99 St,40.7862586,-73.94552579,2016-01-01T00:00:00,4
Warren St & Court St,40.686371,-73.99383324,2016-01-01T00:00:00,4
E 76 St & Park Ave,40.773,-73.96222088,2016-01-01T00:00:00,4
Pioneer St & Richards St,40.6777748,-74.0094613,2016-01-01T00:00:00,4
Bond St & Bergen St,40.6849668,-73.98620772,2016-01-01T00:00:00,4
3 Ave & E 72 St,40.7699426,-73.96060712,2016-01-01T00:00:00,4
E 110 St & Madison Ave,40.7961535,-73.94782145,2016-01-01T00:00:00,4
E 68 St & 3 Ave,40.76712840349542,-73.962246179580688,2016-01-01T00:00:00,4
3 St & Prospect Park West,40.668,-73.974,2016-01-01T00:00:00,4
Plaza St West & Flatbush Ave,40.6750207,-73.97111473,2016-01-01T00:00:00,4
6 Ave & 9 St,40.668127,-73.98377641,2016-01-01T00:00:00,4
6 Ave & 12 St,40.6663181,-73.9854617,2016-01-01T00:00:00,4
Clinton St & Union St,40.6831164,-73.99785267,2016-01-01T00:00:00,4
Court St & Nelson St,40.6763947,-73.99869893,2016-01-01T00:00:00,4
Columbia St & Kane St,40.68763155,-74.0016256,2016-01-01T00:00:00,4
Reed St & Van Brunt St,40.6747844,-74.01612847,2016-01-01T00:00:00,4
2 Ave & 9 St,40.6724811,-73.99331394,2016-01-01T00:00:00,4
Degraw St & Smith St,40.6829151,-73.99318208,2016-01-01T00:00:00,4
E 35 St & 3 Ave,40.746524,-73.977885,2016-01-01T00:00:00,4
Central Park West & W 100 St,40.793393,-73.9635556,2016-01-01T00:00:00,4
3 Ave & E 100 St,40.7877214,-73.94728331,2016-01-01T00:00:00,4
4 Ave & 2 St,40.674613422475815,-73.985011428594589,2016-01-01T00:00:00,4
Columbus Ave & W 95 St,40.791,-73.968087,2016-01-01T00:00:00,4
Berkeley Pl & 6 Ave,40.6765304,-73.97846879,2016-01-01T00:00:00,4
Columbia St & Lorraine St,40.6747055,-74.0075572,2016-01-01T00:00:00,4
8 Ave & W 16 St,40.740983,-74.001702,2016-01-01T00:00:00,4
Bike The Branches - Central Branch,40.67280641227746,-73.968865871429443,2016-01-01T00:00:00,4
Commerce St & Van Brunt St,40.6812117,-74.00860912,2016-01-01T00:00:00,4
Congress St & Clinton St,40.6881529,-73.99520919,2016-01-01T00:00:00,4
E 61 St & Park Ave,40.764210071690641,-73.969104588031769,2016-01-01T00:00:00,4
3 St & 3 Ave,40.6750705,-73.98775226,2016-01-01T00:00:00,4
E 74 St & 1 Ave,40.7689738,-73.95482273,2016-01-01T00:00:00,4
Nassau Ave & Newell St,40.724812564400175,-73.947526216506958,2016-01-01T00:00:00,4
Madison Ave & E 99 St,40.788,-73.953,2016-01-01T00:00:00,4
7 St & 3 Ave,40.672602981501257,-73.989830017089844,2016-01-01T00:00:00,4
W 95 St & Broadway,40.7937704,-73.971888,2016-01-01T00:00:00,4
E 58 St & 1 Ave,40.75892386377695,-73.962262272834778,2016-01-01T00:00:00,4
W 100 St & Manhattan Ave,40.794,-73.965,2016-01-01T00:00:00,4
Prospect Pl & 6 Ave,40.6793307,-73.97519523,2016-01-01T00:00:00,4
Degraw St & Hoyt St,40.681990442707033,-73.990790247917175,2016-01-01T00:00:00,4
E 89 St & 3 Ave,40.7806284,-73.953,2016-01-01T00:00:00,4
7 Ave & Park Pl,40.677,-73.974,2016-01-01T00:00:00,4
Baltic St & 5 Ave,40.6795766,-73.98,2016-01-01T00:00:00,4
12 St & 4 Ave,40.668,-73.9904394,2016-01-01T00:00:00,4
Adventures NYC,40.773768670228741,-73.971169888973236,2016-01-01T00:00:00,4
NYCBS Depot - PIT,40.716909780459652,-73.983837962150574,2016-01-01T00:00:00,4
Kane St & Clinton St,40.6861758,-73.99645295,2016-01-01T00:00:00,4
Wolcott St & Dwight St,40.6753274,-74.0100698,2016-01-01T00:00:00,4
Verona Pl & Fulton St,40.6803560840434,-73.9476791024208,2016-01-01T00:00:00,4
Carroll St & 5 Ave,40.6751622,-73.9814832,2016-01-01T00:00:00,4
Amsterdam Ave & W 66 St,40.7746671,-73.986,2016-01-01T00:00:00,4
Columbia St & W 9 St,40.6769993,-74.00647134,2016-01-01T00:00:00,4
1 Ave & E 94 St,40.7817212,-73.947,2016-01-01T00:00:00,4
Butler St & Court St,40.6849894,-73.99440329,2016-01-01T00:00:00,4
2 Ave  & E 104 St,40.7892105,-73.94370784,2016-01-01T00:00:00,4
W 90 St & Amsterdam Ave,40.790179480950812,-73.974,2016-01-01T00:00:00,4
W 107 St & Columbus Ave,40.7997568,-73.9621128676,2016-01-01T00:00:00,4
Columbus Ave & W 103 St,40.7969347,-73.9643412291,2016-01-01T00:00:00,4
Greenwich St & Hubert St,40.721319,-74.010065,2016-01-01T00:00:00,4
W 106 St & Central Park West,40.7981856,-73.9605909006,2016-01-01T00:00:00,4
Douglass St & 3 Ave,40.6802133,-73.98432695,2016-01-01T00:00:00,4
W 88 St & West End Ave,40.790254173304191,-73.977183401584611,2016-01-01T00:00:00,4
E 88 St & 1 Ave,40.778301,-73.95,2016-01-01T00:00:00,4
University Pl & E 8 St,40.731,-73.995,2016-01-01T00:00:00,4
Columbia St & Degraw St,40.6859296,-74.00242364,2016-01-01T00:00:00,4
E 88 St & Park Ave,40.781410700190015,-73.95595908164978,2016-01-01T00:00:00,4
NYCBS Depot - STY,40.729193,-73.976655,2016-01-01T00:00:00,4
W 27 St & 10 Ave,40.750181563256831,-74.002184271812439,2016-01-01T00:00:00,4
KentAve&N7 St,40.72057658,-73.96150225,2016-01-01T00:00:00,4
West Drive & Prospect Park West,40.6610633719006,-73.98,2016-01-01T00:00:00,4
SSP Tech Workshop,40.646678,-74.016263,2016-01-01T00:00:00,4
Prospect Park West & 8 St,40.665,-73.977,2016-01-01T00:00:00,4
14 St & 5 Ave,40.665,-73.989,2016-01-01T00:00:00,4
W 89 St & Columbus Ave,40.7882213,-73.97041561,2016-01-01T00:00:00,4
Kiosk in a box Motivate,40.646677898897863,-74.016303420066833,2016-01-01T00:00:00,4
W 100 St & Broadway,40.797,-73.971,2016-01-01T00:00:00,4
8D OPS 01,40.517975200388513,-74.0313720703125,2016-01-01T00:00:00,4
5 Ave & E 103 St,40.791,-73.953,2016-01-01T00:00:00,4
E 102 St & 1 Ave,40.7869946,-73.94164802,2016-01-01T00:00:00,4
6 St & 7 Ave,40.6686627,-73.97988067,2016-01-01T00:00:00,4
E 91 St & Park Ave,40.7835016,-73.955327,2016-01-01T00:00:00,4
1 Pl & Clinton St,40.6809591,-73.99905709,2016-01-01T00:00:00,4
Central Park West & W 102 St,40.795346,-73.96186,2016-01-01T00:00:00,4
Court St & State St,40.689,-73.99203074,2016-01-01T00:00:00,4
Henry St & Bay St,40.6725058,-74.00494695,2016-01-01T00:00:00,4
President St & Henry St,40.6828003,-73.99990419,2016-01-01T00:00:00,4
E 97 St & Madison Ave,40.787801,-73.953559,2016-01-01T00:00:00,4
Pier 40 - Hudson River Park,40.7277140777778,-74.011295735836029,2016-01-01T00:00:00,4
Van Brunt St & Wolcott St,40.6773429,-74.01275056,2016-01-01T00:00:00,4
Bergen St & Smith St,40.6867443,-73.99063168,2016-01-01T00:00:00,4
E 78 St & 2 Ave,40.7727966,-73.956,2016-01-01T00:00:00,4
W 92 St & Broadway,40.7921,-73.9739,2016-01-01T00:00:00,4
E 65 St & 2 Ave,40.764718519443392,-73.962220698595047,2016-01-01T00:00:00,4
Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,2016-01-01T00:00:00,4
E 97 St & 3 Ave,40.7859201,-73.94860294,2016-01-01T00:00:00,4
E 91 St & 2 Ave,40.781122299341661,-73.95,2016-01-01T00:00:00,4
Riverside Dr & W 91 St,40.793134809866629,-73.977003693580627,2016-01-01T00:00:00,4
E 76 St & 3 Ave,40.772248537721744,-73.958421349525452,2016-01-01T00:00:00,4
Clinton St & Centre St,40.67434,-74.00194698,2016-01-01T00:00:00,4
Richardson St & N Henry St,40.719078911795641,-73.94223690032959,2016-01-01T00:00:00,4
Carroll St & 6 Ave,40.6740886,-73.9787282,2016-01-01T00:00:00,4
10 St & 5 Ave,40.6686273,-73.98700053,2016-01-01T00:00:00,4
W 42 St & Dyer Ave,40.758,-73.995,2016-01-01T00:00:00,4
5 Ave & E 93 St,40.7857851,-73.957481,2016-01-01T00:00:00,4
W 87 St & West End Ave,40.789622,-73.97757,2016-01-01T00:00:00,4
E 106 St & Madison Ave,40.7934337,-73.94945003,2016-01-01T00:00:00,4
5 Ave & E 88 St,40.782,-73.95939,2016-01-01T00:00:00,4
Bergen St & Flatbush Ave,40.680944723477296,-73.975673317909227,2016-01-01T00:00:00,4
4 Ave & 9 St,40.6705135,-73.98876585,2016-01-01T00:00:00,4
E 66 St & Madison Ave,40.768008893059474,-73.96845281124115,2016-01-01T00:00:00,4
9 Ave & W 28 St,40.749370241932773,-73.999233841896057,2016-01-01T00:00:00,4
Riverside Dr & W 104 St,40.8013434,-73.9711457439,2016-01-01T00:00:00,4
E 68 St & Madison Ave,40.7691572,-73.96703464,2016-01-01T00:00:00,4
Fulton St & Adams St,40.692418292578473,-73.989494740962982,2016-01-01T00:00:00,4
Carroll St & Columbia St,40.6830456,-74.00348559,2016-01-01T00:00:00,4
West End Ave & W 94 St,40.794,-73.974124,2016-01-01T00:00:00,4
Berkeley Pl & 7 Ave,40.674,-73.975232094526291,2016-01-01T00:00:00,4
Coffey St & Conover St,40.677236,-74.015665,2016-01-01T00:00:00,4
Cathedral Pkwy & Broadway,40.804213,-73.96699104,2016-01-01T00:00:00,4
E 109 St & 3 Ave,40.79329668,-73.9432083,2016-01-01T00:00:00,4
Pioneer St & Van Brunt St,40.679043,-74.011169,2016-01-01T00:00:00,4
E 106 St & 1 Ave,40.7892529,-73.93956237,2016-01-01T00:00:00,4
Carroll St & Smith St,40.68,-73.995,2016-01-01T00:00:00,4
Dean St & Hoyt St,40.6864442,-73.98759104,2016-01-01T00:00:00,4
Henry St & Degraw St,40.6847514,-73.99917254,2016-01-01T00:00:00,4
West End Ave & W 107 St,40.8021174,-73.9681805305,2016-01-01T00:00:00,4
Central Park W & W 96 St,40.791,-73.965,2016-01-01T00:00:00,4
5 Ave & 3 St,40.6728155,-73.98352355,2016-01-01T00:00:00,4
78 St & 2 Ave,40.7727966,-73.95577801,2016-01-01T00:00:00,4
Madison Ave & E 82 St,40.7781314,-73.96069399,2016-01-01T00:00:00,4
E 103 St & Lexington Ave,40.7903051,-73.94755757,2016-01-01T00:00:00,4
W 87 St  & Amsterdam Ave,40.78839,-73.9747,2016-01-01T00:00:00,4
Hanson Pl & Ashland Pl,40.685068073081773,-73.977907598018632,2016-01-01T00:00:00,4
Smith St & 9 St,40.6746957,-73.99785768,2016-01-01T00:00:00,4
