,station_name,latitude,longitude,station_start_year,rollout_cluster
324,Watts St & Greenwich St,40.72405549,-74.00965965,2013-01-01T00:00:00,2013
325,E 58 St & 3 Ave,40.76095756,-73.968,2013-01-01T00:00:00,2013
326,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,2013-01-01T00:00:00,2013
327,9 Ave & W 16 St,40.74206539,-74.00443172,2013-01-01T00:00:00,2013
328,St James Pl & Oliver St,40.713,-73.99851193,2013-01-01T00:00:00,2013
329,W 27 St & 7 Ave,40.746647,-73.993915,2013-01-01T00:00:00,2013
330,Greenwich St & N Moore St,40.72043411,-74.01020609,2013-01-01T00:00:00,2013
331,Market St & Cherry St,40.71076228,-73.99400398,2013-01-01T00:00:00,2013
332,Old Slip & Front St,40.7037992,-74.00838676,2013-01-01T00:00:00,2013
333,Clark St & Henry St,40.69760127,-73.99344559,2013-01-01T00:00:00,2013
334,E 16 St & 5 Ave,40.737,-73.99238967,2013-01-01T00:00:00,2013
335,Clinton St & Tillary St,40.696192,-73.99142056703566,2013-01-01T00:00:00,2013
336,6 Ave & Canal St,40.72243797,-74.00566443,2013-01-01T00:00:00,2013
337,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,2013-01-01T00:00:00,2013
338,S 3 St & Bedford Ave,40.71260486,-73.96264403,2013-01-01T00:00:00,2013
339,Lexington Ave & E 24 St,40.74025878,-73.98409214,2013-01-01T00:00:00,2013
340,E 56 St & Madison Ave,40.761573,-73.972924,2013-01-01T00:00:00,2013
341,Clinton St & Grand St,40.71559509,-73.9870295,2013-01-01T00:00:00,2013
342,Clinton Ave & Myrtle Ave,40.693261,-73.968896,2013-01-01T00:00:00,2013
343,E 10 St & 5 Ave,40.73331967,-73.99510132,2013-01-01T00:00:00,2013
344,E 23 St & 1 Ave,40.736502,-73.97809472,2013-01-01T00:00:00,2013
345,W 44 St & 5 Ave,40.75500254,-73.98014437,2013-01-01T00:00:00,2013
346,E 24 St & Park Ave S,40.74,-73.98602213,2013-01-01T00:00:00,2013
347,Broadway & W 55 St,40.7652654,-73.98192338,2013-01-01T00:00:00,2013
348,St Marks Pl & 1 Ave,40.72779126,-73.98564945,2013-01-01T00:00:00,2013
349,E 11 St & Broadway,40.73261787,-73.99158043,2013-01-01T00:00:00,2013
350,W 31 St & 7 Ave,40.749,-73.992,2013-01-01T00:00:00,2013
351,Hancock St & Bedford Ave,40.68216564,-73.95399026,2013-01-01T00:00:00,2013
352,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,2013-01-01T00:00:00,2013
353,W 49 St & 5 Ave,40.75795248,-73.97787642,2013-01-01T00:00:00,2013
354,E 14 St & Avenue B,40.72938685,-73.97772429,2013-01-01T00:00:00,2013
355,W 34 St & 11 Ave,40.755,-74.0021163,2013-01-01T00:00:00,2013
356,3969.TEMP (Bike The Branches - Central Branch),40.722852,-73.959114,2013-01-01T00:00:00,2013
357,W 13 St & 7 Ave,40.73781509,-73.99994661,2013-01-01T00:00:00,2013
358,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,2013-01-01T00:00:00,2013
359,Sands St & Navy St,40.699773,-73.979927,2013-01-01T00:00:00,2013
360,Front St & Washington St,40.70255088,-73.98940236,2013-01-01T00:00:00,2013
361,W 20 St & 11 Ave,40.746,-74.007756,2013-01-01T00:00:00,2013
362,Myrtle Ave & St Edwards St,40.692,-73.97703874,2013-01-01T00:00:00,2013
363,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,2013-01-01T00:00:00,2013
364,South St & Gouverneur Ln,40.70355377,-74.00670227,2013-01-01T00:00:00,2013
365,Forsyth St & Broome St,40.71893904,-73.99266288,2013-01-01T00:00:00,2013
366,Spruce St & Nassau St,40.71146364,-74.00552427,2013-01-01T00:00:00,2013
367,Peck Slip & Front Street,40.707873,-74.00167,2014-01-01T00:00:00,2014
368,E 41 St & Madison Ave,40.752141,-73.97992193698882,2014-01-01T00:00:00,2014
369,E 42 St & Vanderbilt Ave,40.752416,-73.97837,2014-01-01T00:00:00,2014
370,Park Ave & Marcus Garvey Blvd,40.698617,-73.941342,2015-01-01T00:00:00,2015
371,21 St & Queens Plaza North,40.75325964,-73.94335788,2015-01-01T00:00:00,2015
372,Center Blvd & Borden Ave,40.74161,-73.96044,2015-01-01T00:00:00,2015
373,Graham Ave & Conselyea St,40.715143,-73.944507,2015-01-01T00:00:00,2015
374,W 82 St & Central Park West,40.78275,-73.97137,2015-01-01T00:00:00,2015
375,Lewis Ave & Decatur St,40.6814598,-73.934903,2015-01-01T00:00:00,2015
376,Frost St & Meeker St,40.71764,-73.94882,2015-01-01T00:00:00,2015
377,N 15 St & Wythe Ave,40.724055,-73.955736,2015-01-01T00:00:00,2015
378,Mobile 01,40.771051856415305,-73.9643383026123,2015-01-01T00:00:00,2015
379,Riverside Dr & W 72 St ,40.78057799010334,-73.98562431335449,2015-01-01T00:00:00,2015
380,Driggs Ave & N Henry St,40.722,-73.944,2015-01-01T00:00:00,2015
381,E 67 St & Park Ave,40.767,-73.96592080593109,2015-01-01T00:00:00,2015
382,Banker St & Meserole Ave,40.72606,-73.95621,2015-01-01T00:00:00,2015
383,Lewis Ave & Madison St,40.686312,-73.935775,2015-01-01T00:00:00,2015
384,W 84 St & Columbus Ave,40.78499979,-73.97283406,2015-01-01T00:00:00,2015
385,Riverside Dr & W 78 St,40.78414472,-73.98362492,2015-01-01T00:00:00,2015
386,Riverside Dr & W 72 St,40.78057799010334,-73.986,2015-01-01T00:00:00,2015
387,E 75 St & 3 Ave,40.77112927,-73.95772297,2015-01-01T00:00:00,2015
388,S 4 St & Rodney St,40.70934,-73.95608,2015-01-01T00:00:00,2015
389,Franklin St & Dupont St,40.73564,-73.959,2015-01-01T00:00:00,2015
390,Montrose Ave & Bushwick Ave,40.707,-73.941,2015-01-01T00:00:00,2015
391,East End Ave & E 86 St,40.77518615,-73.94446054,2015-01-01T00:00:00,2015
392,Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,2015-01-01T00:00:00,2015
393,W 64 St & West End Ave,40.77452835,-73.98753759,2015-01-01T00:00:00,2015
394,Marcy Ave & Lafayette Ave,40.6900815,-73.947915,2015-01-01T00:00:00,2015
395,Bond St & Fulton St,40.68962188790333,-73.98304268717766,2015-01-01T00:00:00,2015
396,44 Dr & Jackson Ave,40.746,-73.944,2015-01-01T00:00:00,2015
397,Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416,2015-01-01T00:00:00,2015
398,Soissons Landing,40.69231660719192,-74.016398,2015-01-01T00:00:00,2015
399,E 81 St & York Ave,40.7728384,-73.95,2015-01-01T00:00:00,2015
400,Graham Ave & Withers St,40.7169811,-73.94485918,2015-01-01T00:00:00,2015
401,Myrtle Ave & Lewis Ave,40.69681963,-73.93756926,2015-01-01T00:00:00,2015
402,N 6 St & Bedford Ave,40.716,-73.959,2015-01-01T00:00:00,2015
403,E 77 St & Park Ave,40.774405455003,-73.96175265312193,2015-01-01T00:00:00,2015
404,Huron St & Franklin St,40.73266,-73.95826,2015-01-01T00:00:00,2015
405,47 Ave & 31 St,40.743,-73.93561,2015-01-01T00:00:00,2015
406,1 Ave & E 78 St,40.77,-73.9535166,2015-01-01T00:00:00,2015
407,Scholes St & Manhattan Ave,40.70870368,-73.9448625,2015-01-01T00:00:00,2015
408,1 Ave & E 62 St,40.761,-73.962,2015-01-01T00:00:00,2015
409,E 72 St & Park Ave,40.77,-73.965,2015-01-01T00:00:00,2015
410,Division Ave & Hooper St,40.706842031013245,-73.9544353965357,2015-01-01T00:00:00,2015
411,Leonard St & Meeker Ave,40.717318403855785,-73.94820213317871,2015-01-01T00:00:00,2015
412,Union Ave & N 12 St,40.71924,-73.95242,2015-01-01T00:00:00,2015
413,Division Ave & Marcy Ave,40.70708701,-73.95796783,2015-01-01T00:00:00,2015
414,Myrtle Ave & Marcy Ave,40.695,-73.95,2015-01-01T00:00:00,2015
415,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,2015-01-01T00:00:00,2015
416,E 67 St & Lexington Ave,40.76734259143217,-73.9648586511612,2015-01-01T00:00:00,2015
417,E 71 St & 2 Ave,40.768175467422445,-73.95910263061523,2015-01-01T00:00:00,2015
418,E 81 St & Park Ave,40.77677702,-73.9590097,2015-01-01T00:00:00,2015
419,Central Park West & W 76 St,40.77896784,-73.97374737,2015-01-01T00:00:00,2015
420,Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108,2015-01-01T00:00:00,2015
421,India St & Manhattan Ave,40.73232194,-73.9550858,2015-01-01T00:00:00,2015
422,Columbus Ave & W 72 St,40.776,-73.98,2015-01-01T00:00:00,2015
423,Leonard St & Manhattan Ave,40.72152240339303,-73.94898265600203,2015-01-01T00:00:00,2015
424,E 55 St & 3 Ave,40.75899655960512,-73.96865397691727,2015-01-01T00:00:00,2015
425,Jackson Ave & 46 Rd,40.74524768,-73.94733276,2015-01-01T00:00:00,2015
426,Milton St & Franklin St,40.728,-73.959,2015-01-01T00:00:00,2015
427,45 Rd & 11 St,40.746,-73.95,2015-01-01T00:00:00,2015
428,E 48 St & 5 Ave,40.75724567911726,-73.978059142828,2015-01-01T00:00:00,2015
429,31 St & Thomson Ave,40.74469738,-73.93540375,2015-01-01T00:00:00,2015
430,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,2015-01-01T00:00:00,2015
431,Broadway & Whipple St,40.7016657,-73.9437303,2015-01-01T00:00:00,2015
432,Penn Station Valet,40.751283596962296,-73.99692445993422,2015-01-01T00:00:00,2015
433,E 40 St & Madison Ave,40.75159368451112,-73.98043155670166,2015-01-01T00:00:00,2015
434,Union Ave & Jackson St,40.7160751,-73.952029,2015-01-01T00:00:00,2015
435,21 St & 41 Ave,40.75383343437622,-73.94267678260803,2015-01-01T00:00:00,2015
436,Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,2015-01-01T00:00:00,2015
437,E 77 St & 3 Ave,40.77314236,-73.95856158,2015-01-01T00:00:00,2015
438,Center Blvd & Borden Ave,40.74161,-73.96044,2015-01-01T00:00:00,2015
439,McGuinness Blvd & Eagle St,40.73555,-73.953,2015-01-01T00:00:00,2015
440,Queens Plaza North & Crescent St,40.75110165,-73.941,2015-01-01T00:00:00,2015
441,W 78 St & Broadway,40.78339981,-73.98093133,2015-01-01T00:00:00,2015
442,Marcus Garvey Blvd & Macon St,40.682601,-73.938037,2015-01-01T00:00:00,2015
443,Roebling St & N 4 St,40.71469,-73.95739,2015-01-01T00:00:00,2015
444,E.T. Bike-In Movie Valet Station ,40.722852,-73.959114,2015-01-01T00:00:00,2015
445,E 81 St & 3 Ave,40.77573034,-73.9567526,2015-01-01T00:00:00,2015
446,W 67 St & Broadway,40.77492513,-73.983,2015-01-01T00:00:00,2015
447,Tompkins Ave & Hopkins St,40.69957608,-73.94708417,2015-01-01T00:00:00,2015
448,5 Ave & E 63 St,40.766368,-73.971518,2015-01-01T00:00:00,2015
449,W 13 St & Hudson St,40.73997354103409,-74.00513872504233,2015-01-01T00:00:00,2015
450,E 59 St & Madison Ave,40.76350532,-73.97109243,2015-01-01T00:00:00,2015
451,Pulaski St & Marcus Garvey Blvd,40.6933982,-73.939877,2015-01-01T00:00:00,2015
452,Nassau Ave & Russell St,40.725,-73.94434,2015-01-01T00:00:00,2015
453,W 74 St & Columbus Ave,40.7785669,-73.97754961,2015-01-01T00:00:00,2015
454,9 St & 44 Rd,40.74966,-73.9521,2015-01-01T00:00:00,2015
455,Bedford Ave & Nassau Ave,40.722,-73.953,2015-01-01T00:00:00,2015
456,Yankee Ferry Terminal,40.686931,-74.016966,2015-01-01T00:00:00,2015
457,Leonard St & Grand St,40.71103537,-73.94714303,2015-01-01T00:00:00,2015
458,Devoe St & Leonard St,40.71348658,-73.94792458,2015-01-01T00:00:00,2015
459,Boerum St & Broadway,40.70538077,-73.94976519,2015-01-01T00:00:00,2015
460,PABT Valet,40.758984813996335,-73.99379968643187,2015-01-01T00:00:00,2015
461,Halsey St & Tompkins Ave,40.6823687,-73.944118,2015-01-01T00:00:00,2015
462,Amsterdam Ave & W 73 St,40.779,-73.98093044757842,2015-01-01T00:00:00,2015
463,Putnam Ave & Nostrand Ave,40.68402,-73.94977,2015-01-01T00:00:00,2015
464,Central Park West & W 85 St,40.78472675,-73.971,2015-01-01T00:00:00,2015
465,N 12 St & Bedford Ave,40.72079821,-73.956,2015-01-01T00:00:00,2015
466,Hanson Pl & St Felix St,40.685159599891776,-73.97711366415024,2015-01-01T00:00:00,2015
467,48 Ave & 5 St,40.743,-73.956,2015-01-01T00:00:00,2015
468,3 Ave & E 62 St,40.76312584,-73.96526895,2015-01-01T00:00:00,2015
469,Humboldt St & Varet St,40.7031724,-73.940636,2015-01-01T00:00:00,2015
470,Riverside Dr & W 82 St,40.78720869,-73.98128127,2015-01-01T00:00:00,2015
471,Leonard St & Bayard St,40.71928,-73.94861,2015-01-01T00:00:00,2015
472,E 85 St & York Ave,40.77536905,-73.94803392,2015-01-01T00:00:00,2015
473,W 76 St & Columbus Ave,40.779,-73.97728532552718,2015-01-01T00:00:00,2015
474,Throop Ave & Myrtle Ave,40.69622937,-73.94371094,2015-01-01T00:00:00,2015
475,Driggs Ave & Lorimer St,40.72179134,-73.9504154,2015-01-01T00:00:00,2015
476,E 84 St & Park Ave,40.77862688,-73.959,2015-01-01T00:00:00,2015
477,E 80 St & 2 Ave,40.77391390238118,-73.9543953537941,2015-01-01T00:00:00,2015
478,Graham Ave & Herbert St,40.71929301,-73.94500379,2015-01-01T00:00:00,2015
479,E 85 St & 3 Ave,40.77801203,-73.95407149,2015-01-01T00:00:00,2015
480,India St & East River,40.73165141,-73.96161892,2015-01-01T00:00:00,2015
481,Hope St & Union Ave,40.71167351,-73.95141312,2015-01-01T00:00:00,2015
482,E 82 St & 2 Ave,40.77517793,-73.95324922,2015-01-01T00:00:00,2015
483,Berry St & N 8 St,40.719,-73.959,2015-01-01T00:00:00,2015
484,Lewis Ave & Kosciuszko St,40.69237074,-73.93705428,2015-01-01T00:00:00,2015
485,E 72 St & York Ave,40.76663814,-73.95348296,2015-01-01T00:00:00,2015
486,Schermerhorn St & Court St,40.69102925677968,-73.992,2015-01-01T00:00:00,2015
487,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,2015-01-01T00:00:00,2015
488,Kent Ave & N 7 St,40.72036775298455,-73.96165072917938,2015-01-01T00:00:00,2015
489,Union Ave & Wallabout St,40.70029511,-73.95032283,2015-01-01T00:00:00,2015
490,Cambridge Pl & Gates Ave,40.68488,-73.96304,2015-01-01T00:00:00,2015
491,W 70 St & Amsterdam Ave,40.776,-73.983,2015-01-01T00:00:00,2015
492,Stagg St & Union Ave,40.70877084,-73.95095259,2015-01-01T00:00:00,2015
493,Central Park West & W 68 St,40.7734066,-73.97782542,2015-01-01T00:00:00,2015
494,Broadway & Roebling St,40.70924826276157,-73.962,2015-01-01T00:00:00,2015
495,Kingston Ave & Herkimer St,40.67890679,-73.94142771,2015-01-01T00:00:00,2015
496,Lorimer St & Broadway,40.70411791,-73.94818595,2015-01-01T00:00:00,2015
497,Graham Ave & Grand St,40.711863,-73.944024,2015-01-01T00:00:00,2015
498,Putnam Ave & Throop Ave,40.6851532,-73.94111,2015-01-01T00:00:00,2015
499,Marcy Ave & MacDonough St,40.68061768455451,-73.94624948501587,2015-01-01T00:00:00,2015
500,W 84 St & Broadway,40.7867947,-73.977112,2015-01-01T00:00:00,2015
501,N 11 St & Wythe Ave,40.72153267,-73.95782357,2015-01-01T00:00:00,2015
502,Norman Ave & Leonard St,40.72576996727214,-73.9507395029068,2015-01-01T00:00:00,2015
503,McKibbin St & Manhattan Ave,40.70510918,-73.94407279,2015-01-01T00:00:00,2015
504,Bushwick Ave & Powers St,40.71247661,-73.94100005,2015-01-01T00:00:00,2015
505,Albany Ave & Fulton St,40.6800105,-73.938475,2015-01-01T00:00:00,2015
506,1 Ave & E 68 St,40.764,-73.959,2015-01-01T00:00:00,2015
507,N Henry St & Richardson St,40.71921585,-73.9424469,2015-01-01T00:00:00,2015
508,5 Ave & E 78 St,40.776,-73.965,2015-01-01T00:00:00,2015
509,Greene Ave & Throop Ave,40.6894932,-73.942061,2015-01-01T00:00:00,2015
510,Lexington Ave & E 63 St,40.76440023,-73.96648977,2015-01-01T00:00:00,2015
511,Leonard St & Boerum St,40.70583339,-73.947,2015-01-01T00:00:00,2015
512,Greene Ave & Nostrand Ave,40.6883337,-73.950916,2015-01-01T00:00:00,2015
513,Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465,2015-01-01T00:00:00,2015
514,21 St & 43 Ave,40.75052534,-73.94594845,2015-01-01T00:00:00,2015
515,Meserole Ave & Manhattan Ave,40.72708584,-73.953,2015-01-01T00:00:00,2015
516,N 8 St & Driggs Ave,40.71774592,-73.95600096,2015-01-01T00:00:00,2015
517,Central Park West & W 72 St,40.77575319,-73.9762057363987,2015-01-01T00:00:00,2015
518,Fulton St & Utica Ave,40.6794268,-73.9298911,2015-01-01T00:00:00,2015
519,Monroe St & Tompkins Ave,40.686203,-73.944694,2015-01-01T00:00:00,2015
520,5 Ave & E 73 St,40.77282817,-73.968,2015-01-01T00:00:00,2015
521,Brooklyn Bridge Park - Pier 2,40.698458,-73.997178,2015-01-01T00:00:00,2015
522,E 84 St & 1 Ave,40.77565541,-73.95068615,2015-01-01T00:00:00,2015
523,46 Ave & 5 St,40.74731,-73.95451,2015-01-01T00:00:00,2015
524,W 63 St & Broadway,40.77163851,-73.983,2015-01-01T00:00:00,2015
525,Riverside Blvd & W 67 St,40.777507027547976,-73.989,2015-01-01T00:00:00,2015
526,14 St & 7 Ave,40.663779,-73.98396846,2016-01-01T00:00:00,2016
527,Henry St & W 9 St,40.67630357634183,-74.00324957,2016-01-01T00:00:00,2016
528,E 89 St & York Ave,40.7779453,-73.947,2016-01-01T00:00:00,2016
529,Pacific St & Nevins St,40.6853761,-73.98302136,2016-01-01T00:00:00,2016
530,Carroll St & Bond St,40.6786115,-73.99037292,2016-01-01T00:00:00,2016
531,E 106 St & Lexington Ave,40.791976,-73.945993,2016-01-01T00:00:00,2016
532,Cooper Square & E 7 St,40.72923649910006,-73.9908680319786,2016-01-01T00:00:00,2016
533,Hoyt St & Warren St,40.6843549,-73.98901629,2016-01-01T00:00:00,2016
534,W 106 St & Amsterdam Ave,40.8008363,-73.9664492472,2016-01-01T00:00:00,2016
535,10 St & 7 Ave,40.6662078,-73.98199886,2016-01-01T00:00:00,2016
536,Bike The Branches - Red Hook Branch,40.67534953067412,-74.01002034544943,2016-01-01T00:00:00,2016
537,Bressler,40.64653836709648,-74.01658773422241,2016-01-01T00:00:00,2016
538,Union St & Nevins St,40.67909799721684,-73.98765474557875,2016-01-01T00:00:00,2016
539,5 St & 6 Ave,40.6704836,-73.98208968,2016-01-01T00:00:00,2016
540,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.956,2016-01-01T00:00:00,2016
541,Bike in Movie Night | Prospect Park Bandshell,40.662987,-73.976918,2016-01-01T00:00:00,2016
542,Garfield Pl & 8 Ave,40.6711978,-73.97484126,2016-01-01T00:00:00,2016
543,Kiosk in a box Deployment,40.70861098096821,-73.92850399017334,2016-01-01T00:00:00,2016
544,NYCBS Depot BAL - DYR,0.0,-73.99385869503021,2016-01-01T00:00:00,2016
545,Douglass St & 4 Ave,40.6792788,-73.98154004,2016-01-01T00:00:00,2016
546,Wyckoff St & 3 Ave,40.6827549,-73.98258555,2016-01-01T00:00:00,2016
547,7 St & 5 Ave,40.6704922,-73.98541675,2016-01-01T00:00:00,2016
548,Smith St & 3 St,40.6787242,-73.99599099,2016-01-01T00:00:00,2016
549,E 102 St & Park Ave,40.7904828,-73.95033068,2016-01-01T00:00:00,2016
550,E 95 St & 3 Ave,40.7849032,-73.950503,2016-01-01T00:00:00,2016
551,Richards St & Delavan St,40.6794327,-74.00785041,2016-01-01T00:00:00,2016
552,Clinton St & 4 Place,40.6783563,-74.00014502,2016-01-01T00:00:00,2016
553,3 St & Hoyt St,40.6777287,-73.99364123,2016-01-01T00:00:00,2016
554,Grand St & Elizabeth St,40.718822,-73.99596,2016-01-01T00:00:00,2016
555,3 Ave & 14 St,40.6685455,-73.99333264,2016-01-01T00:00:00,2016
556,2 Ave & E 105 St,40.7898175,-73.94296109,2016-01-01T00:00:00,2016
557,W 104 St & Amsterdam Ave,40.7989937,-73.96649479866029,2016-01-01T00:00:00,2016
558,2 Ave & E 99 St,40.7862586,-73.94552579,2016-01-01T00:00:00,2016
559,Warren St & Court St,40.686371,-73.99383324,2016-01-01T00:00:00,2016
560,E 76 St & Park Ave,40.773,-73.96222088,2016-01-01T00:00:00,2016
561,Pioneer St & Richards St,40.6777748,-74.0094613,2016-01-01T00:00:00,2016
562,Bond St & Bergen St,40.6849668,-73.98620772,2016-01-01T00:00:00,2016
563,3 Ave & E 72 St,40.7699426,-73.96060712,2016-01-01T00:00:00,2016
564,E 110 St & Madison Ave,40.7961535,-73.94782145,2016-01-01T00:00:00,2016
565,E 68 St & 3 Ave,40.76712840349542,-73.96224617958067,2016-01-01T00:00:00,2016
566,3 St & Prospect Park West,40.668,-73.974,2016-01-01T00:00:00,2016
567,Plaza St West & Flatbush Ave,40.6750207,-73.97111473,2016-01-01T00:00:00,2016
568,6 Ave & 9 St,40.668127,-73.98377641,2016-01-01T00:00:00,2016
569,6 Ave & 12 St,40.6663181,-73.9854617,2016-01-01T00:00:00,2016
570,Clinton St & Union St,40.6831164,-73.99785267,2016-01-01T00:00:00,2016
571,Court St & Nelson St,40.6763947,-73.99869893,2016-01-01T00:00:00,2016
572,Columbia St & Kane St,40.68763155,-74.0016256,2016-01-01T00:00:00,2016
573,Reed St & Van Brunt St,40.6747844,-74.01612847,2016-01-01T00:00:00,2016
574,2 Ave & 9 St,40.6724811,-73.99331394,2016-01-01T00:00:00,2016
575,Degraw St & Smith St,40.6829151,-73.99318208,2016-01-01T00:00:00,2016
576,E 35 St & 3 Ave,40.746524,-73.977885,2016-01-01T00:00:00,2016
577,Central Park West & W 100 St,40.793393,-73.9635556,2016-01-01T00:00:00,2016
578,3 Ave & E 100 St,40.7877214,-73.94728331,2016-01-01T00:00:00,2016
579,4 Ave & 2 St,40.674613422475815,-73.98501142859459,2016-01-01T00:00:00,2016
580,Columbus Ave & W 95 St,40.791,-73.968087,2016-01-01T00:00:00,2016
581,Berkeley Pl & 6 Ave,40.6765304,-73.97846879,2016-01-01T00:00:00,2016
582,Columbia St & Lorraine St,40.6747055,-74.0075572,2016-01-01T00:00:00,2016
583,8 Ave & W 16 St,40.740983,-74.001702,2016-01-01T00:00:00,2016
584,Bike The Branches - Central Branch,40.67280641227746,-73.96886587142944,2016-01-01T00:00:00,2016
585,Commerce St & Van Brunt St,40.6812117,-74.00860912,2016-01-01T00:00:00,2016
586,Congress St & Clinton St,40.6881529,-73.99520919,2016-01-01T00:00:00,2016
587,E 61 St & Park Ave,40.76421007169064,-73.96910458803178,2016-01-01T00:00:00,2016
588,3 St & 3 Ave,40.6750705,-73.98775226,2016-01-01T00:00:00,2016
589,E 74 St & 1 Ave,40.7689738,-73.95482273,2016-01-01T00:00:00,2016
590,Nassau Ave & Newell St,40.724812564400175,-73.94752621650694,2016-01-01T00:00:00,2016
591,Madison Ave & E 99 St,40.788,-73.953,2016-01-01T00:00:00,2016
592,7 St & 3 Ave,40.67260298150126,-73.98983001708984,2016-01-01T00:00:00,2016
593,W 95 St & Broadway,40.7937704,-73.971888,2016-01-01T00:00:00,2016
594,E 58 St & 1 Ave,40.75892386377695,-73.96226227283478,2016-01-01T00:00:00,2016
595,W 100 St & Manhattan Ave,40.794,-73.965,2016-01-01T00:00:00,2016
596,Prospect Pl & 6 Ave,40.6793307,-73.97519523,2016-01-01T00:00:00,2016
597,Degraw St & Hoyt St,40.68199044270703,-73.99079024791716,2016-01-01T00:00:00,2016
598,E 89 St & 3 Ave,40.7806284,-73.953,2016-01-01T00:00:00,2016
599,7 Ave & Park Pl,40.677,-73.974,2016-01-01T00:00:00,2016
600,Baltic St & 5 Ave,40.6795766,-73.98,2016-01-01T00:00:00,2016
601,12 St & 4 Ave,40.668,-73.9904394,2016-01-01T00:00:00,2016
602,Adventures NYC,40.77376867022873,-73.97116988897324,2016-01-01T00:00:00,2016
603,NYCBS Depot - PIT,40.716909780459645,-73.98383796215057,2016-01-01T00:00:00,2016
604,Kane St & Clinton St,40.6861758,-73.99645295,2016-01-01T00:00:00,2016
605,Wolcott St & Dwight St,40.6753274,-74.0100698,2016-01-01T00:00:00,2016
606,Verona Pl & Fulton St,40.6803560840434,-73.9476791024208,2016-01-01T00:00:00,2016
607,Carroll St & 5 Ave,40.6751622,-73.9814832,2016-01-01T00:00:00,2016
608,Amsterdam Ave & W 66 St,40.7746671,-73.986,2016-01-01T00:00:00,2016
609,Columbia St & W 9 St,40.6769993,-74.00647134,2016-01-01T00:00:00,2016
610,1 Ave & E 94 St,40.7817212,-73.947,2016-01-01T00:00:00,2016
611,Butler St & Court St,40.6849894,-73.99440329,2016-01-01T00:00:00,2016
612,2 Ave  & E 104 St,40.7892105,-73.94370784,2016-01-01T00:00:00,2016
613,W 90 St & Amsterdam Ave,40.790179480950805,-73.974,2016-01-01T00:00:00,2016
614,W 107 St & Columbus Ave,40.7997568,-73.9621128676,2016-01-01T00:00:00,2016
615,Columbus Ave & W 103 St,40.7969347,-73.9643412291,2016-01-01T00:00:00,2016
616,Greenwich St & Hubert St,40.721319,-74.010065,2016-01-01T00:00:00,2016
617,W 106 St & Central Park West,40.7981856,-73.9605909006,2016-01-01T00:00:00,2016
618,Douglass St & 3 Ave,40.6802133,-73.98432695,2016-01-01T00:00:00,2016
619,W 88 St & West End Ave,40.79025417330419,-73.97718340158461,2016-01-01T00:00:00,2016
620,E 88 St & 1 Ave,40.778301,-73.95,2016-01-01T00:00:00,2016
621,University Pl & E 8 St,40.731,-73.995,2016-01-01T00:00:00,2016
622,Columbia St & Degraw St,40.6859296,-74.00242364,2016-01-01T00:00:00,2016
623,E 88 St & Park Ave,40.781410700190015,-73.95595908164978,2016-01-01T00:00:00,2016
624,NYCBS Depot - STY,40.729193,-73.976655,2016-01-01T00:00:00,2016
625,W 27 St & 10 Ave,40.75018156325683,-74.00218427181245,2016-01-01T00:00:00,2016
626,KentAve&N7 St,40.72057658,-73.96150225,2016-01-01T00:00:00,2016
627,West Drive & Prospect Park West,40.6610633719006,-73.98,2016-01-01T00:00:00,2016
628,SSP Tech Workshop,40.646678,-74.016263,2016-01-01T00:00:00,2016
629,Prospect Park West & 8 St,40.665,-73.977,2016-01-01T00:00:00,2016
630,14 St & 5 Ave,40.665,-73.989,2016-01-01T00:00:00,2016
631,W 89 St & Columbus Ave,40.7882213,-73.97041561,2016-01-01T00:00:00,2016
632,Kiosk in a box Motivate,40.646677898897856,-74.01630342006683,2016-01-01T00:00:00,2016
633,W 100 St & Broadway,40.797,-73.971,2016-01-01T00:00:00,2016
634,8D OPS 01,40.51797520038851,-74.0313720703125,2016-01-01T00:00:00,2016
635,5 Ave & E 103 St,40.791,-73.953,2016-01-01T00:00:00,2016
636,E 102 St & 1 Ave,40.7869946,-73.94164802,2016-01-01T00:00:00,2016
637,6 St & 7 Ave,40.6686627,-73.97988067,2016-01-01T00:00:00,2016
638,E 91 St & Park Ave,40.7835016,-73.955327,2016-01-01T00:00:00,2016
639,1 Pl & Clinton St,40.6809591,-73.99905709,2016-01-01T00:00:00,2016
640,Central Park West & W 102 St,40.795346,-73.96186,2016-01-01T00:00:00,2016
641,Court St & State St,40.689,-73.99203074,2016-01-01T00:00:00,2016
642,Henry St & Bay St,40.6725058,-74.00494695,2016-01-01T00:00:00,2016
643,President St & Henry St,40.6828003,-73.99990419,2016-01-01T00:00:00,2016
